Id,ActivityHour,Calories,TotalIntensity,AverageIntensity,StepTotal,Hour
1503960366,2016-03-18 17:00:00,59,2,0.033333,24,17
1503960366,2016-03-18 18:00:00,82,16,0.266667,444,18
1503960366,2016-03-18 19:00:00,238,110,1.833333,4093,19
1503960366,2016-03-18 20:00:00,121,21,0.35,1445,20
1503960366,2016-03-18 21:00:00,72,14,0.233333,332,21
1503960366,2016-03-18 22:00:00,54,2,0.033333,13,22
1503960366,2016-03-18 23:00:00,74,12,0.2,390,23
1503960366,2016-03-19 00:00:00,57,5,0.083333,138,0
1503960366,2016-03-19 01:00:00,48,0,0.0,0,1
1503960366,2016-03-19 02:00:00,48,0,0.0,0,2
1503960366,2016-03-19 03:00:00,49,1,0.016667,10,3
1503960366,2016-03-19 04:00:00,48,0,0.0,0,4
1503960366,2016-03-19 05:00:00,48,0,0.0,0,5
1503960366,2016-03-19 06:00:00,49,0,0.0,0,6
1503960366,2016-03-19 07:00:00,52,2,0.033333,53,7
1503960366,2016-03-19 08:00:00,92,28,0.466667,538,8
1503960366,2016-03-19 09:00:00,216,69,1.15,3454,9
1503960366,2016-03-19 10:00:00,148,54,0.9,2106,10
1503960366,2016-03-19 11:00:00,130,37,0.616667,1307,11
1503960366,2016-03-19 12:00:00,109,27,0.45,909,12
1503960366,2016-03-19 13:00:00,74,13,0.216667,303,13
1503960366,2016-03-19 14:00:00,71,14,0.233333,150,14
1503960366,2016-03-19 15:00:00,61,6,0.1,123,15
1503960366,2016-03-19 16:00:00,63,8,0.133333,127,16
1503960366,2016-03-19 17:00:00,69,10,0.166667,198,17
1503960366,2016-03-19 18:00:00,58,3,0.05,50,18
1503960366,2016-03-19 19:00:00,92,26,0.433333,533,19
1503960366,2016-03-19 20:00:00,86,22,0.366667,433,20
1503960366,2016-03-19 21:00:00,58,6,0.1,75,21
1503960366,2016-03-19 22:00:00,97,31,0.516667,850,22
1503960366,2016-03-19 23:00:00,234,111,1.85,4067,23
1503960366,2016-03-20 00:00:00,64,7,0.116667,115,0
1503960366,2016-03-20 01:00:00,49,0,0.0,0,1
1503960366,2016-03-20 02:00:00,48,0,0.0,0,2
1503960366,2016-03-20 03:00:00,48,0,0.0,0,3
1503960366,2016-03-20 04:00:00,48,0,0.0,0,4
1503960366,2016-03-20 05:00:00,48,0,0.0,0,5
1503960366,2016-03-20 06:00:00,48,0,0.0,0,6
1503960366,2016-03-20 07:00:00,48,0,0.0,0,7
1503960366,2016-03-20 08:00:00,48,0,0.0,0,8
1503960366,2016-03-20 09:00:00,119,36,0.6,1109,9
1503960366,2016-03-20 10:00:00,294,113,1.883333,5000,10
1503960366,2016-03-20 11:00:00,121,42,0.7,1117,11
1503960366,2016-03-20 12:00:00,82,20,0.333333,312,12
1503960366,2016-03-20 13:00:00,80,18,0.3,343,13
1503960366,2016-03-20 14:00:00,96,29,0.483333,578,14
1503960366,2016-03-20 15:00:00,109,29,0.483333,876,15
1503960366,2016-03-20 16:00:00,116,22,0.366667,1373,16
1503960366,2016-03-20 17:00:00,142,25,0.416667,1841,17
1503960366,2016-03-20 18:00:00,104,36,0.6,638,18
1503960366,2016-03-20 19:00:00,109,40,0.666667,718,19
1503960366,2016-03-20 20:00:00,76,14,0.233333,421,20
1503960366,2016-03-20 21:00:00,55,4,0.066667,78,21
1503960366,2016-03-20 22:00:00,57,3,0.05,57,22
1503960366,2016-03-20 23:00:00,87,23,0.383333,552,23
1503960366,2016-03-21 00:00:00,58,5,0.083333,97,0
1503960366,2016-03-21 01:00:00,48,0,0.0,0,1
1503960366,2016-03-21 02:00:00,48,0,0.0,0,2
1503960366,2016-03-21 03:00:00,50,2,0.033333,11,3
1503960366,2016-03-21 04:00:00,48,0,0.0,0,4
1503960366,2016-03-21 05:00:00,48,0,0.0,0,5
1503960366,2016-03-21 06:00:00,48,0,0.0,0,6
1503960366,2016-03-21 07:00:00,56,6,0.1,55,7
1503960366,2016-03-21 08:00:00,116,27,0.45,1114,8
1503960366,2016-03-21 09:00:00,104,17,0.283333,1113,9
1503960366,2016-03-21 10:00:00,79,17,0.283333,308,10
1503960366,2016-03-21 11:00:00,82,17,0.283333,467,11
1503960366,2016-03-21 12:00:00,142,51,0.85,1884,12
1503960366,2016-03-21 13:00:00,67,9,0.15,184,13
1503960366,2016-03-21 14:00:00,79,19,0.316667,298,14
1503960366,2016-03-21 15:00:00,83,16,0.266667,497,15
1503960366,2016-03-21 16:00:00,83,20,0.333333,355,16
1503960366,2016-03-21 17:00:00,99,31,0.516667,588,17
1503960366,2016-03-21 18:00:00,132,28,0.466667,1564,18
1503960366,2016-03-21 19:00:00,79,18,0.3,396,19
1503960366,2016-03-21 20:00:00,67,11,0.183333,99,20
1503960366,2016-03-21 21:00:00,70,14,0.233333,172,21
1503960366,2016-03-21 22:00:00,81,20,0.333333,371,22
1503960366,2016-03-21 23:00:00,79,16,0.266667,447,23
1503960366,2016-03-22 00:00:00,47,0,0.0,0,0
1503960366,2016-03-22 01:00:00,47,0,0.0,0,1
1503960366,2016-03-22 02:00:00,47,0,0.0,0,2
1503960366,2016-03-22 03:00:00,47,0,0.0,0,3
1503960366,2016-03-22 04:00:00,47,0,0.0,0,4
1503960366,2016-03-22 05:00:00,47,0,0.0,0,5
1503960366,2016-03-22 06:00:00,47,0,0.0,0,6
1503960366,2016-03-22 07:00:00,47,0,0.0,0,7
1503960366,2016-03-22 08:00:00,50,2,0.033333,34,8
1503960366,2016-03-22 09:00:00,135,26,0.433333,1732,9
1503960366,2016-03-22 10:00:00,90,24,0.4,497,10
1503960366,2016-03-22 11:00:00,76,14,0.233333,296,11
1503960366,2016-03-22 12:00:00,78,15,0.25,322,12
1503960366,2016-03-22 13:00:00,95,24,0.4,657,13
1503960366,2016-03-22 14:00:00,134,44,0.733333,1657,14
1503960366,2016-03-22 15:00:00,80,13,0.216667,455,15
1503960366,2016-03-22 16:00:00,71,9,0.15,278,16
1503960366,2016-03-22 17:00:00,107,15,0.25,953,17
1503960366,2016-03-22 18:00:00,109,23,0.383333,1123,18
1503960366,2016-03-22 19:00:00,120,22,0.366667,1479,19
1503960366,2016-03-22 20:00:00,83,22,0.366667,366,20
1503960366,2016-03-22 21:00:00,74,14,0.233333,349,21
1503960366,2016-03-22 22:00:00,265,117,1.95,4587,22
1503960366,2016-03-22 23:00:00,71,10,0.166667,351,23
1503960366,2016-03-23 00:00:00,53,2,0.033333,14,0
1503960366,2016-03-23 01:00:00,53,3,0.05,50,1
1503960366,2016-03-23 02:00:00,54,4,0.066667,29,2
1503960366,2016-03-23 03:00:00,47,0,0.0,0,3
1503960366,2016-03-23 04:00:00,47,0,0.0,0,4
1503960366,2016-03-23 05:00:00,48,0,0.0,0,5
1503960366,2016-03-23 06:00:00,48,0,0.0,0,6
1503960366,2016-03-23 07:00:00,56,6,0.1,82,7
1503960366,2016-03-23 08:00:00,89,25,0.416667,534,8
1503960366,2016-03-23 09:00:00,133,24,0.4,1623,9
1503960366,2016-03-23 10:00:00,85,17,0.283333,504,10
1503960366,2016-03-23 11:00:00,83,19,0.316667,414,11
1503960366,2016-03-23 12:00:00,81,17,0.283333,411,12
1503960366,2016-03-23 13:00:00,114,37,0.616667,1226,13
1503960366,2016-03-23 14:00:00,176,76,1.266667,2674,14
1503960366,2016-03-23 15:00:00,71,11,0.183333,236,15
1503960366,2016-03-23 16:00:00,81,16,0.266667,383,16
1503960366,2016-03-23 17:00:00,78,14,0.233333,411,17
1503960366,2016-03-23 18:00:00,70,8,0.133333,325,18
1503960366,2016-03-23 19:00:00,183,80,1.333333,2937,19
1503960366,2016-03-23 20:00:00,113,30,0.5,1086,20
1503960366,2016-03-23 21:00:00,57,5,0.083333,61,21
1503960366,2016-03-23 22:00:00,65,10,0.166667,119,22
1503960366,2016-03-23 23:00:00,81,19,0.316667,413,23
1503960366,2016-03-24 00:00:00,82,23,0.383333,311,0
1503960366,2016-03-24 01:00:00,48,0,0.0,0,1
1503960366,2016-03-24 02:00:00,50,1,0.016667,7,2
1503960366,2016-03-24 03:00:00,49,1,0.016667,8,3
1503960366,2016-03-24 04:00:00,47,0,0.0,0,4
1503960366,2016-03-24 05:00:00,49,1,0.016667,8,5
1503960366,2016-03-24 06:00:00,48,0,0.0,0,6
1503960366,2016-03-24 07:00:00,52,3,0.05,29,7
1503960366,2016-03-24 08:00:00,100,36,0.6,553,8
1503960366,2016-03-24 09:00:00,149,43,0.716667,2041,9
1503960366,2016-03-24 10:00:00,66,8,0.133333,90,10
1503960366,2016-03-24 11:00:00,63,7,0.116667,63,11
1503960366,2016-03-24 12:00:00,115,39,0.65,1180,12
1503960366,2016-03-24 13:00:00,104,36,0.6,770,13
1503960366,2016-03-24 14:00:00,123,41,0.683333,1320,14
1503960366,2016-03-24 15:00:00,84,17,0.283333,504,15
1503960366,2016-03-24 16:00:00,84,26,0.433333,210,16
1503960366,2016-03-24 17:00:00,84,14,0.233333,526,17
1503960366,2016-03-24 18:00:00,61,5,0.083333,66,18
1503960366,2016-03-24 19:00:00,59,3,0.05,75,19
1503960366,2016-03-24 20:00:00,225,107,1.783333,3858,20
1503960366,2016-03-24 21:00:00,114,29,0.483333,1090,21
1503960366,2016-03-24 22:00:00,64,9,0.15,185,22
1503960366,2016-03-24 23:00:00,71,12,0.2,294,23
1503960366,2016-03-25 00:00:00,53,1,0.016667,42,0
1503960366,2016-03-25 01:00:00,58,6,0.1,126,1
1503960366,2016-03-25 02:00:00,49,1,0.016667,5,2
1503960366,2016-03-25 03:00:00,49,1,0.016667,7,3
1503960366,2016-03-25 04:00:00,48,0,0.0,0,4
1503960366,2016-03-25 05:00:00,48,0,0.0,0,5
1503960366,2016-03-25 06:00:00,48,0,0.0,0,6
1503960366,2016-03-25 07:00:00,52,3,0.05,40,7
1503960366,2016-03-25 08:00:00,90,25,0.416667,565,8
1503960366,2016-03-25 09:00:00,125,28,0.466667,1545,9
1503960366,2016-03-25 10:00:00,76,14,0.233333,309,10
1503960366,2016-03-25 11:00:00,111,34,0.566667,1226,11
1503960366,2016-03-25 12:00:00,61,4,0.066667,78,12
1503960366,2016-03-25 13:00:00,63,7,0.116667,187,13
1503960366,2016-03-25 14:00:00,77,13,0.216667,419,14
1503960366,2016-03-25 15:00:00,54,0,0.0,0,15
1503960366,2016-03-25 16:00:00,82,17,0.283333,427,16
1503960366,2016-03-25 17:00:00,77,14,0.233333,435,17
1503960366,2016-03-25 18:00:00,70,11,0.183333,238,18
1503960366,2016-03-25 19:00:00,62,6,0.1,135,19
1503960366,2016-03-25 20:00:00,171,71,1.183333,2590,20
1503960366,2016-03-25 21:00:00,164,52,0.866667,2390,21
1503960366,2016-03-25 22:00:00,69,13,0.216667,151,22
1503960366,2016-03-25 23:00:00,62,7,0.116667,89,23
1503960366,2016-03-26 00:00:00,53,2,0.033333,16,0
1503960366,2016-03-26 01:00:00,63,9,0.15,179,1
1503960366,2016-03-26 02:00:00,47,0,0.0,0,2
1503960366,2016-03-26 03:00:00,51,3,0.05,19,3
1503960366,2016-03-26 04:00:00,48,0,0.0,0,4
1503960366,2016-03-26 05:00:00,48,0,0.0,0,5
1503960366,2016-03-26 06:00:00,48,0,0.0,0,6
1503960366,2016-03-26 07:00:00,48,0,0.0,0,7
1503960366,2016-03-26 08:00:00,48,0,0.0,0,8
1503960366,2016-03-26 09:00:00,58,7,0.116667,69,9
1503960366,2016-03-26 10:00:00,82,21,0.35,394,10
1503960366,2016-03-26 11:00:00,62,8,0.133333,145,11
1503960366,2016-03-26 12:00:00,69,12,0.2,152,12
1503960366,2016-03-26 13:00:00,82,21,0.35,393,13
1503960366,2016-03-26 14:00:00,92,15,0.25,759,14
1503960366,2016-03-26 15:00:00,103,29,0.483333,828,15
1503960366,2016-03-26 16:00:00,304,149,2.483333,5564,16
1503960366,2016-03-26 17:00:00,197,87,1.45,3053,17
1503960366,2016-03-26 18:00:00,226,102,1.7,3785,18
1503960366,2016-03-26 19:00:00,75,15,0.25,323,19
1503960366,2016-03-26 20:00:00,71,14,0.233333,207,20
1503960366,2016-03-26 21:00:00,76,19,0.316667,252,21
1503960366,2016-03-26 22:00:00,110,39,0.65,785,22
1503960366,2016-03-26 23:00:00,93,23,0.383333,686,23
1503960366,2016-03-27 00:00:00,52,2,0.033333,57,0
1503960366,2016-03-27 01:00:00,56,5,0.083333,121,1
1503960366,2016-03-27 02:00:00,47,0,0.0,0,2
1503960366,2016-03-27 03:00:00,48,0,0.0,0,3
1503960366,2016-03-27 04:00:00,47,0,0.0,0,4
1503960366,2016-03-27 05:00:00,48,0,0.0,0,5
1503960366,2016-03-27 06:00:00,49,1,0.016667,9,6
1503960366,2016-03-27 07:00:00,50,2,0.033333,8,7
1503960366,2016-03-27 08:00:00,48,0,0.0,0,8
1503960366,2016-03-27 09:00:00,81,20,0.333333,393,9
1503960366,2016-03-27 10:00:00,299,126,2.1,5033,10
1503960366,2016-03-27 11:00:00,67,11,0.183333,321,11
1503960366,2016-03-27 12:00:00,61,5,0.083333,100,12
1503960366,2016-03-27 13:00:00,96,28,0.466667,684,13
1503960366,2016-03-27 14:00:00,95,27,0.45,652,14
1503960366,2016-03-27 15:00:00,66,9,0.15,255,15
1503960366,2016-03-27 16:00:00,61,7,0.116667,99,16
1503960366,2016-03-27 17:00:00,76,17,0.283333,214,17
1503960366,2016-03-27 18:00:00,92,28,0.466667,540,18
1503960366,2016-03-27 19:00:00,191,85,1.416667,2887,19
1503960366,2016-03-27 20:00:00,84,24,0.4,372,20
1503960366,2016-03-27 21:00:00,90,26,0.433333,461,21
1503960366,2016-03-27 22:00:00,76,15,0.25,367,22
1503960366,2016-03-27 23:00:00,63,8,0.133333,163,23
1503960366,2016-03-28 00:00:00,63,10,0.166667,152,0
1503960366,2016-03-28 01:00:00,50,1,0.016667,16,1
1503960366,2016-03-28 02:00:00,47,0,0.0,0,2
1503960366,2016-03-28 03:00:00,47,0,0.0,0,3
1503960366,2016-03-28 04:00:00,47,0,0.0,0,4
1503960366,2016-03-28 05:00:00,47,0,0.0,0,5
1503960366,2016-03-28 06:00:00,47,0,0.0,0,6
1503960366,2016-03-28 07:00:00,47,0,0.0,0,7
1503960366,2016-03-28 08:00:00,55,4,0.066667,91,8
1503960366,2016-03-28 09:00:00,140,30,0.5,1801,9
1503960366,2016-03-28 10:00:00,68,8,0.133333,209,10
1503960366,2016-03-28 11:00:00,70,10,0.166667,242,11
1503960366,2016-03-28 12:00:00,69,9,0.15,198,12
1503960366,2016-03-28 13:00:00,207,70,1.166667,3422,13
1503960366,2016-03-28 14:00:00,105,33,0.55,1116,14
1503960366,2016-03-28 15:00:00,72,10,0.166667,281,15
1503960366,2016-03-28 16:00:00,68,10,0.166667,228,16
1503960366,2016-03-28 17:00:00,71,14,0.233333,135,17
1503960366,2016-03-28 18:00:00,78,19,0.316667,252,18
1503960366,2016-03-28 19:00:00,209,90,1.5,3298,19
1503960366,2016-03-28 20:00:00,99,18,0.3,872,20
1503960366,2016-03-28 21:00:00,62,7,0.116667,81,21
1503960366,2016-03-28 22:00:00,69,12,0.2,196,22
1503960366,2016-03-28 23:00:00,94,26,0.433333,641,23
1503960366,2016-03-29 00:00:00,51,0,0.0,0,0
1503960366,2016-03-29 01:00:00,68,13,0.216667,242,1
1503960366,2016-03-29 02:00:00,50,2,0.033333,15,2
1503960366,2016-03-29 03:00:00,48,0,0.0,0,3
1503960366,2016-03-29 04:00:00,47,0,0.0,0,4
1503960366,2016-03-29 05:00:00,49,1,0.016667,6,5
1503960366,2016-03-29 06:00:00,49,1,0.016667,21,6
1503960366,2016-03-29 07:00:00,52,3,0.05,53,7
1503960366,2016-03-29 08:00:00,65,10,0.166667,185,8
1503960366,2016-03-29 09:00:00,132,32,0.533333,1580,9
1503960366,2016-03-29 10:00:00,84,17,0.283333,446,10
1503960366,2016-03-29 11:00:00,102,25,0.416667,869,11
1503960366,2016-03-29 12:00:00,62,9,0.15,147,12
1503960366,2016-03-29 13:00:00,113,39,0.65,1158,13
1503960366,2016-03-29 14:00:00,65,5,0.083333,243,14
1503960366,2016-03-29 15:00:00,79,13,0.216667,413,15
1503960366,2016-03-29 16:00:00,80,16,0.266667,348,16
1503960366,2016-03-29 17:00:00,74,12,0.2,288,17
1503960366,2016-03-29 18:00:00,90,22,0.366667,535,18
1503960366,2016-03-29 19:00:00,82,24,0.4,198,19
1503960366,2016-03-29 20:00:00,214,97,1.616667,3559,20
1503960366,2016-03-29 21:00:00,105,19,0.316667,1034,21
1503960366,2016-03-29 22:00:00,47,0,0.0,0,22
1503960366,2016-03-29 23:00:00,79,23,0.383333,701,23
1503960366,2016-03-30 00:00:00,47,0,0.0,0,0
1503960366,2016-03-30 01:00:00,47,0,0.0,0,1
1503960366,2016-03-30 02:00:00,47,0,0.0,0,2
1503960366,2016-03-30 03:00:00,47,0,0.0,0,3
1503960366,2016-03-30 04:00:00,47,0,0.0,0,4
1503960366,2016-03-30 05:00:00,47,0,0.0,0,5
1503960366,2016-03-30 06:00:00,47,0,0.0,0,6
1503960366,2016-03-30 07:00:00,47,0,0.0,0,7
1503960366,2016-03-30 08:00:00,49,1,0.016667,15,8
1503960366,2016-03-30 09:00:00,117,23,0.383333,1379,9
1503960366,2016-03-30 10:00:00,74,13,0.216667,233,10
1503960366,2016-03-30 11:00:00,78,12,0.2,475,11
1503960366,2016-03-30 12:00:00,152,52,0.866667,1979,12
1503960366,2016-03-30 13:00:00,59,3,0.05,26,13
1503960366,2016-03-30 14:00:00,77,12,0.2,443,14
1503960366,2016-03-30 15:00:00,71,12,0.2,209,15
1503960366,2016-03-30 16:00:00,62,4,0.066667,67,16
1503960366,2016-03-30 17:00:00,58,4,0.066667,35,17
1503960366,2016-03-30 18:00:00,175,72,1.2,2696,18
1503960366,2016-03-30 19:00:00,128,38,0.633333,1299,19
1503960366,2016-03-30 20:00:00,120,45,0.75,996,20
